GEOID,bike_km,bike_density,bike_score
53033029304,0.0,0.0,0.0
53033029406,0.0,0.0,0.0
53033031000,0.0,0.0,0.0
53033031206,0.0,0.0,0.0
53033031302,0.0,0.0,0.0
53033024602,0.0,0.0,0.0
53033028500,0.0,0.0,0.0
53033028600,0.0,0.0,0.0
53033023801,0.0,0.0,0.0
53033026700,0.0,0.0,0.0
53033026801,0.0,0.0,0.0
53033027000,0.0,0.0,0.0
53033027100,0.0,0.0,0.0
53033026500,1.2714003753280472,0.6211950538877918,2.7729287952975303
53033027200,0.0,0.0,0.0
53033027300,0.0,0.0,0.0
53033027400,0.0,0.0,0.0
53033027500,0.0,0.0,0.0
53033027600,0.0,0.0,0.0
53033027702,0.0,0.0,0.0
53033027800,0.0,0.0,0.0
53033028000,0.0,0.0,0.0
53033028100,0.0,0.0,0.0
53033028200,0.0,0.0,0.0
53033029305,0.0,0.0,0.0
