GEOID,median_income,total_population,pct_nonwhite,pct_no_vehicle,pct_renter
17031170700,82284.0,3276,38.94993894993895,5.464006938421509,20.555073720728533
17031170800,71897.0,4016,46.88745019920319,6.942590120160213,18.55807743658211
17031170900,61771.0,1922,61.70655567117586,10.031347962382444,33.69905956112852
17031171000,82790.0,6274,53.58622888109659,6.637004078605859,23.692992213570633
17031171100,94830.0,4144,63.00675675675676,6.031273268801192,24.646314221891288
17031180100,97301.0,6875,61.96363636363637,4.150283966797728,35.21188291830494
17031190100,53717.0,2403,90.80316271327507,33.02217036172696,76.4294049008168
17031190200,82551.0,5753,87.83243525117331,12.26124460874923,45.10166358595194
17031190300,68281.0,5609,81.29791406667856,16.187225743539738,51.877133105802045
17031190401,104231.0,4122,79.13634158175643,8.591331269349846,20.278637770897834
17031190402,60316.0,4706,72.67318317042074,14.349525404801785,53.768844221105525
17031190601,73607.0,4062,91.60512063023141,5.794205794205794,26.77322677322677
17031190602,73315.0,5468,81.52889539136797,8.475648323845668,28.589500316255535
17031190701,67868.0,2661,76.62532882375046,13.273340832395949,56.58042744656918
17031190702,65551.0,4708,89.20985556499575,21.518987341772153,53.09793471019321
17031190800,56311.0,6326,90.94214353461903,14.368117461982171,50.8652333508128
17031190900,64375.0,1720,84.70930232558139,14.729950900163665,56.46481178396072
17031191000,66632.0,2394,95.15455304928989,11.49110807113543,43.912448700410394
17031191100,53683.0,6295,93.13741064336776,13.171759747102213,67.70284510010536
17031191200,64688.0,3767,95.16856915317229,14.113277623026926,59.05292479108635
17031191301,65240.0,4999,96.65933186637328,16.509136735979837,48.96030245746692
17031191302,58208.0,4446,94.91677912730545,24.74576271186441,49.66101694915254
17031200100,72417.0,3703,86.55144477450716,15.111796453353893,41.403238242097146
17031200200,65599.0,4634,85.71428571428572,15.972222222222221,55.55555555555556
17031200300,39740.0,1821,89.29159802306425,3.467406380027739,70.04160887656033
17031200401,73384.0,3067,96.93511574828823,9.989258861439312,51.66487647690655
17031200402,77091.0,4894,81.26277073968124,1.9402985074626864,45.149253731343286
17031210100,115705.0,4238,53.30344502123643,7.679180887372014,50.455062571103525
17031210400,64665.0,2763,83.09808179515021,19.33815925542916,63.08169596690796
17031210501,74886.0,2814,67.1997157071784,18.6046511627907,68.82267441860465
17031210502,79857.0,4336,75.41512915129151,13.060686015831136,68.40369393139841
17031210601,90357.0,2606,65.80966999232541,20.490367775831874,48.33625218914185
